School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
HERBERT H. LEHMAN HS - X,X,8,SANDY ELEC/HEAT/FLOOD/CLIM/SINK HOLES/PLUMBING,"29,723,000",CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461,BRONX    ,40.840702,-73.838545,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park                                   ,"(40.840702, -73.838545)",11/13/2017
P.S. 35 - STATEN ISLAND,R,31,HEATING PLANT/CLIMATE CONTROL,"3,738,000",CIP,R035,60 FOOTE AVENUE,Staten Island,10301,STATEN IS,40.613721,-74.099626,1,49,47,5015603,5006100127,Grymes Hill-Clifton-Fox Hills                                              ,"(40.613721, -74.099626)",11/13/2017
P.S. 183 - MANHATTAN,M,2,EXTERIOR MASONRY/FLOOD ELIMINATION/ PARAPETS/ROOFS,"11,870,000",CIP,M183,419 EAST 66 STREET,Manhattan,10065,MANHATTAN,40.763736,-73.95815,8,5,116,1045569,1014610007,Lenox Hill-Roosevelt Island                                                ,"(40.763736, -73.95815)",11/13/2017
P.S. 32 - BRONX,X,10,EXTERIOR MASONRY/WINDOWS/PARAPETS,"6,239,400",CIP,X032,690 EAST 183 STREET,Bronx,10458,BRONX    ,40.852103,-73.885935,6,15,391,2012409,2030850001,Belmont                                                                    ,"(40.852103, -73.885935)",11/13/2017
URBN ASSY SCHL CRIM JUSTICE -,K,20,SCIENCE LAB UPGRADE,"1,218,000",CIP,K223,4200 16 AVENUE,Brooklyn,11204,BROOKLYN ,40.634875,-73.981528,12,44,230,3125676,3053620021,Borough Park                                                               ,"(40.634875, -73.981528)",11/13/2017
I.S. 232 - BRONX,X,9,OIL VAULT & STAIRWAY/PIPING/TOILETS/FLOOD,"8,819,000",CIP,X082,1700 MACOMBS ROAD,Bronx,10453,BRONX    ,40.849623,-73.91607,5,14,"21,502",2008460,2028660070,University Heights-Morris Heights                                          ,"(40.849623, -73.91607)",
P.S. 43 - QUEENS,Q,27,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,"3,290,000",CIP,Q907,12 MARVIN STREET,Queens,11691,QUEENS   ,40.59359,-73.760448,14,31,"99,802",4531136,4158190148,Far Rockaway-Bayswater                                                     ,"(40.59359, -73.760448)",
P.S. 105 - QUEENS,Q,27,SANDY:HEATING/ELEC/FLOOD/AUD/PIPING/HVAC/INT/PAVED,"21,198,000",CIP,Q105,420 BEACH 51 STREET,Queens,11691,QUEENS   ,40.595779,-73.781876,14,31,"97,203",4302397,4159740003,Hammels-Arverne-Edgemere                                                   ,"(40.595779, -73.781876)",
P.S. 6 - MANHATTAN,M,2,FY14 RESO A PLAYGROUND REDEVELOPMENT,"748,786",CIP,M006,45 EAST 81 STREET,Manhattan,10028,MANHATTAN,40.777455,-73.960713,8,4,142,1046668,1014930021,Upper East Side-Carnegie Hill                                              ,"(40.777455, -73.960713)",11/13/2017
I.S. 322 - BRONX,X,11,CEILING TILE REPLACEMENT,"2,787,000",CIP,X135,2441 WALLACE AVENUE,Bronx,10467,BRONX    ,40.862109,-73.864577,11,13,330,2051313,2044320001,Bronxdale                                                                  ,"(40.862109, -73.864577)",11/13/2017
Q009 SPED - QUEENS,Q,24,EXT MSNRY/PARAPET/FLOOD/ ACCESSIBILITY/FIRE ALARM,"10,840,000",CIP,Q009,58-74 57 STREET,Queens,11378,QUEENS   ,40.718935,-73.912208,5,30,535,4059130,4026310106,Maspeth                                                                    ,"(40.718935, -73.912208)",11/13/2017
R025 SPED - STATEN ISLAND,R,31,FY16 RESO A ROOM CONVERSIONS / PART,"243,830",CIP,R825,6581 HYLAN BLVD,Staten Island,10309,STATEN IS,40.508809,-74.222403,3,51,198,5123970,5076640001,Annadale-Huguenot-Prince's Bay-Eltingville                                 ,"(40.508809, -74.222403)",11/13/2017
P.S. 47 - BRONX,X,12,ROOFS/PARAPETS/MASONRY/FLOOD,"9,142,000",CIP,X047,1794 EAST 172 STREET,Bronx,10472,BRONX    ,40.832902,-73.866848,9,18,76,2025622,2037860016,West Farms-Bronx River                                                     ,"(40.832902, -73.866848)",
BEACH CHANNEL HS - QUEENS,Q,27,SANDY REPAIRS-ATHLETIC FIELD,"3,087,911.79",CIP,Q411,100-00 BEACH CHANNEL DRIVE,Queens,11694,QUEENS   ,40.586066,-73.822624,14,32,"94,201",4303773,4161670099,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.586066, -73.822624)",11/13/2017
P.S. 75 - MANHATTAN,M,3,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,"6,666,000",CIP,M075,735 WEST END AVENUE,Manhattan,10025,MANHATTAN,40.795157,-73.973292,7,6,183,1034190,1012530065,Upper West Side                                                            ,"(40.795157, -73.973292)",
P.S. 155 - QUEENS,Q,27,TCU REMOVAL - PLAYGROUND REDEVELOPMENT,"1,411,569",CIP,Q155,130-02 115 AVENUE,Queens,11420,QUEENS   ,40.67956,-73.8106,10,28,176,4252357,4116730001,South Ozone Park                                                           ,"(40.67956, -73.8106)",11/13/2017
P.S. 81 - BRONX,X,10,WINDOW/ROOFS/EXT MASONRY/FLOOD,"3,147,559",CIP,X081,5550 RIVERDALE AVENUE,Bronx,10471,BRONX    ,40.903553,-73.905229,8,11,337,2084806,2058501550,North Riverdale-Fieldston-Riverdale                                        ,"(40.903553, -73.905229)",11/13/2017
I.S. 14 - BROOKLYN,K,22,WATER PENETRATION/PLANYC BOILER/PLANYC CLIMATE,"8,219,000",CIP,K014,2424 BATCHELDER STREET,Brooklyn,11235,BROOKLYN ,40.593521,-73.937672,15,48,596,3203617,3074240001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,"(40.593521, -73.937672)",11/13/2017
PRE-K CENTER @ 1355 84TH STREET - BROOKLYN,K,20,Lease,0,CAP,K762,1355 84TH STREET,Brooklyn,11228,BROOKLYN ,40.614466,-74.011425,10,43,150,3335077,3063090048,Dyker Heights                                                              ,"(40.614466, -74.011425)",
FOOD AND FINANCE HS - MANHATTA,M,2,FY11 RESO A ROOFS,"1,994,000",CIP,M535,525 WEST 50 STREET,Manhattan,10019,MANHATTAN,40.765184,-73.992953,4,3,135,1083802,1010790029,Clinton                                                                    ,"(40.765184, -73.992953)",
P.S. 128 ADDITION - QUEENS,Q,24,Addition,"31,821,000",CAP,Q247,69-10 65TH DRIVE,Queens,11379,QUEENS   ,40.715344,-73.886215,5,30,659,4070445,4030270037,Middle Village                                                             ,"(40.715344, -73.886215)",11/13/2017
P.S. 15 - BROOKLYN,K,15,SANDY - INSTALL TEMPORARY BOILERS,"550,000",CIP,K015,71 SULLIVAN STREET,Brooklyn,11231,BROOKLYN ,40.677343,-74.011558,6,38,53,3008585,3005660001,Carroll Gardens-Columbia Street-Red Hook                                   ,"(40.677343, -74.011558)",
P.S. 32 ADDITION - BROOKLYN,K,15,Addition,"74,426,000",CAP,K032,317 HOYT STREET,Brooklyn,11231,BROOKLYN ,40.680445,-73.991949,6,39,75,3395587,3004370001,Carroll Gardens-Columbia Street-Red Hook                                   ,"(40.680445, -73.991949)",11/13/2017
P.S. 145 - MANHATTAN,M,3,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,"3,073,000",CIP,M145,150 WEST 105 STREET,Manhattan,10025,MANHATTAN,40.799178,-73.964842,7,7,189,1076625,1018590001,Upper West Side                                                            ,"(40.799178, -73.964842)",
I.S. 53 - QUEENS,Q,27,CONCRETE/FLOOD/PARAPETS/ ROOFS/WINDOWS/C OF O,"17,300,000",CIP,Q053,10-45 NAMEOKE STREET,Queens,11691,QUEENS   ,40.603622,-73.749097,14,31,"103,202",4298234,4155570025,Far Rockaway-Bayswater                                                     ,"(40.603622, -73.749097)",11/13/2017
I.S. 266 - BROOKLYN,K,13,MASONRY/PIPING/DOOR/FLOOD/WIN/PARAPETS/ROOF/HVAC,"33,792,000",CIP,K902,62 PARK PLACE,Brooklyn,11217,BROOKLYN ,40.678983,-73.976497,6,39,"12,902",3259250,3009410050,Park Slope-Gowanus                                                         ,"(40.678983, -73.976497)",
P.S. 131 - QUEENS,Q,29,ROOFS/EXT MASONRY/PARAPETS,"5,688,000",CIP,Q131,170-45 84TH AVENUE,Queens,11432,QUEENS   ,40.716617,-73.794637,8,24,456,4211112,4098750001,Briarwood-Jamaica Hills                                                    ,"(40.716617, -73.794637)",11/13/2017
P.S. 102 - BROOKLYN,K,20,WATER INFILTRATION/ROOFS/EXT MASONRY,"11,467,000",CIP,K102,211 72 STREET,Brooklyn,11209,BROOKLYN ,40.63402,-74.029036,10,43,68,3146491,3058900001,Bay Ridge                                                                  ,"(40.63402, -74.029036)",11/13/2017
BROOKLYN ACADEMY HS - BROOKLYN,K,13,WORK REQUIRED TO OBTAIN A C OF O,"9,436,400",CIP,K458,832 MARCY AVENUE,Brooklyn,11216,BROOKLYN ,40.685004,-73.947152,3,36,249,3051641,3018230038,Bedford                                                                    ,"(40.685004, -73.947152)",11/13/2017
I.S. 562 - BROOKLYN,K,32,FY16 RESO A AUDITORIUM UPGRADE,"579,130",CIP,K296,125 COVERT STREET,Brooklyn,11207,BROOKLYN ,40.688387,-73.910276,4,37,413,3079027,3034160001,Bushwick South                                                             ,"(40.688387, -73.910276)",
I.S. 322 - BRONX,X,11,PERMANENT REPAIRS (CEILING TILES),"2,787,000",CIP,X135,2441 WALLACE AVENUE,Bronx,10467,BRONX    ,40.862109,-73.864577,11,13,330,2051313,2044320001,Bronxdale                                                                  ,"(40.862109, -73.864577)",
I.S. 291 - BROOKLYN,K,32,RENEWAL SBHC,"2,016,400",CIP,K291,231 PALMETTO STREET,Brooklyn,11221,BROOKLYN ,40.695362,-73.915142,4,37,433,3076460,3033430001,Bushwick North                                                             ,"(40.695362, -73.915142)",11/13/2017
I.S. 217 - QUEENS,Q,28,FY15 RESO A SCIENCE LAB UPGRADE,"417,473",CIP,Q217,85-05 144 STREET,Queens,11435,QUEENS   ,40.710024,-73.812508,8,24,232,4208124,4097240173,Briarwood-Jamaica Hills                                                    ,"(40.710024, -73.812508)",
P.S. 109 - BROOKLYN,K,22,DEFECTIVE GYMNASIUM WALLS/ROOFS/PARAPETS,"3,783,000",CIP,K395,1001 EAST 45 STREET,Brooklyn,11203,BROOKLYN ,40.636455,-73.933582,17,45,836,3114526,3050220002,East Flatbush-Farragut                                                     ,"(40.636455, -73.933582)",11/13/2017
PERFORMING ARTS AND TECH. HS -,K,19,FY14 RESO A GYMNASIUM UPGRADE,"1,032,000",CIP,K435,400 PENNSYLVANIA AVENUE,Brooklyn,11207,BROOKLYN ,40.667456,-73.894747,5,42,"1,156",3084440,3037880001,East New York (Pennsylvania Ave)                                           ,"(40.667456, -73.894747)",
P.S. 114 - QUEENS,Q,27,SANDY:INT/HEATING/ELEC/FLOOD/CLIM/PLAYGRND/PIPING,"14,780,000",CIP,Q114,134-01 CRONSTON AVE,Queens,11694,QUEENS   ,40.578261,-73.854403,14,32,928,4305615,4162570001,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.578261, -73.854403)",
I.S. 254 - BRONX,X,10,FACADE/ROOFS,"3,600,000",CIP,X254,2452 WASHINGTON AVENUE,Bronx,10458,BRONX    ,40.858815,-73.890232,6,15,387,2103863,2030580003,Belmont                                                                    ,"(40.858815, -73.890232)",
I.S. 821 - BROOKLYN,K,15,FY16 RESO A GYMNASIUM UPGRADE,"245,842",CIP,K136,4004 4TH AVENUE,Brooklyn,11232,BROOKLYN ,40.651977,-74.006862,7,38,82,3010580,3007130020,Sunset Park West                                                           ,"(40.651977, -74.006862)",
P.S. 170 - BROOKLYN,K,20,EXTERIOR MASONRY / PARAPETS / REINFORCING SUPPORT ELEMENTS / ROOFS,"13,777,000",CIP,K170,619 72ND STREET,Brooklyn,10301,K,,,,,,,,,,01/06/2022
HAMILTON GRANGE MIDDLE SCHOOL,M,6,SCIENCE LAB UPGRADE,"1,098,000",CIP,M192,500 WEST 138 STREET,Manhattan,10031,MANHATTAN,40.820953,-73.951145,9,7,"22,301",1084132,1019880166,Manhattanville                                                             ,"(40.820953, -73.951145)",11/13/2017
P.S. 230 - BRONX,X,9,SEWAGE LEAK/FIRE SYS SPRINKLER/CRACKED CONCRETE/FA,"14,230,000",CIP,X229,275 HARLEM RIVER PARK BRIDGE,Bronx,10453,BRONX    ,40.852536,-73.921467,5,16,53,2009253,2028820130,University Heights-Morris Heights                                          ,"(40.852536, -73.921467)",11/13/2017
HS OF GRAPHIC COMM. ARTS (VOC),M,2,PLANYC BOILERS CONVERSION/CLIMATE CONTROL,"8,627,000",CIP,M625,439 WEST 49 STREET,Manhattan,10019,MANHATTAN,40.76337,-73.990593,4,3,127,1026646,1010590015,Clinton                                                                    ,"(40.76337, -73.990593)",
P.S. 108 - MANHATTAN,M,4,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,"6,384,000",CIP,M108,1615 MADISON AVENUE,Manhattan,10029,MANHATTAN,40.795146,-73.948368,11,8,"17,401",1051584,1016140021,East Harlem South                                                          ,"(40.795146, -73.948368)",11/13/2017
Q811 SPED - QUEENS,Q,26,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"5,680,000",CIP,Q811,61-25 MARATHON PKWY,Queens,11362,QUEENS   ,40.756778,-73.729487,11,23,"152,902",4173060,4083610001,Douglas Manor-Douglaston-Little Neck                                       ,"(40.756778, -73.729487)",11/13/2017
G MCCOWN EXPEDITIONARY LRNG SC,R,31,FY15 RESO A SECURITY CAMERAS,"90,380",CIP,R043,100 ESSEX DRIVE,Staten Island,10314,STATEN IS,40.581315,-74.158589,2,51,"27,702",5149609,5024500320,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"(40.581315, -74.158589)",11/13/2017
R. CARSON SCL OF COASTAL ST-K,K,21,FY16 RESO A SCIENCE LAB UPGRADE,"210,000",CIP,K303,501 WEST AVENUE,Brooklyn,11224,BROOKLYN ,40.5825,-73.973122,13,47,354,3196292,3072500025,West Brighton                                                              ,"(40.5825, -73.973122)",11/13/2017
P.S. 244 - QUEENS,Q,25,FY16 RESO A PLAYGROUND REDEVELOPMEN,"312,989",CIP,Q244,137-20 FRANKLIN AVENUE,Queens,11355,QUEENS   ,40.754654,-73.826759,7,20,"79,701",4541682,4051370043,Flushing                                                                   ,"(40.754654, -73.826759)",11/13/2017
J.H.S. 52 - MANHATTAN,M,6,FLOOD ELIMINATION/EXTERIOR MASONRY,"2,559,000",CIP,M052,650 ACADEMY STREET,Manhattan,10034,MANHATTAN,40.866053,-73.924835,12,10,291,1076776,1022330020,Marble Hill-Inwood                                                         ,"(40.866053, -73.924835)",11/13/2017
P.S. 219 - QUEENS,Q,25,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,"1,843,000",CIP,Q219,144-39 GRAVETT ROAD,Queens,11367,QUEENS   ,40.735275,-73.823778,8,24,809,4448708,4065070001,Kew Gardens Hills                                                          ,"(40.735275, -73.823778)",11/13/2017
P.S. 399 - BROOKLYN,K,17,FY16 RESO A SCIENCE LAB UPGRADE,"115,595",CIP,K399,2707 ALBEMARLE ROAD,Brooklyn,11226,BROOKLYN ,40.648044,-73.951891,17,40,824,3117396,3051110001,Erasmus                                                                    ,"(40.648044, -73.951891)",11/13/2017
Q075 SPED - QUEENS,Q,28,FLOOD ELIMINATION/REINFORCING SUPPORT ELEMENTS,"2,167,000",CIP,Q048,155-02 108 AVENUE,Queens,11433,QUEENS   ,40.694119,-73.797003,12,28,254,4216099,4101440042,South Jamaica                                                              ,"(40.694119, -73.797003)",11/13/2017
P.S. 30 - STATEN ISLAND,R,31,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,"534,941",CIP,R030,200 WARDWELL AVE,Staten Island,10314,STATEN IS,40.618439,-74.132645,1,50,201,5113069,5004230009,Westerleigh                                                                ,"(40.618439, -74.132645)",11/13/2017
P.S. 152 - MANHATTAN,M,6,WATER INFILTRATION,"2,238,000",CIP,M152,93 NAGLE AVENUE,Manhattan,10040,MANHATTAN,40.860412,-73.927936,12,10,283,1064149,1021730001,Washington Heights North                                                   ,"(40.860412, -73.927936)",11/13/2017
P.S. 63 - QUEENS,Q,27,FY15 RESO A AUDITORIUM UPGRADE,"331,000",CIP,Q063,90-15 SUTTER AVENUE,Queens,11417,QUEENS   ,40.67641,-73.846773,10,32,54,4190727,4091550025,Ozone Park                                                                 ,"(40.67641, -73.846773)",
P.S. 11 - BRONX,X,9,DEFECTIVE RETAINING WALL & PAVEMENTS,"2,500,000",CIP,X011,1257 OGDEN AVENUE,Bronx,10452,BRONX    ,40.839378,-73.925714,4,16,201,2003519,2025290081,Highbridge                                                                 ,"(40.839378, -73.925714)",11/13/2017
P.S. 244 - BROOKLYN,K,18,MORTAR JOINTS DETERIOR /FLOOD/PARAPETS/ROOF/WINDOW,"10,147,000",CIP,K244,5404 TILDEN AVENUE,Brooklyn,11203,BROOKLYN ,40.648423,-73.925948,17,45,946,3104513,3047390001,Rugby-Remsen Village                                                       ,"(40.648423, -73.925948)",
P.S. 174 - QUEENS,Q,28,FY16 RESO A ROOM CONV/FY16 RESO A SCIENCE LAB UPG,"351,000",CIP,Q174,65-10 DIETERLE CRESCENT,Queens,11374,QUEENS   ,40.720924,-73.86135,6,29,"69,702",4073904,4031340024,Rego Park                                                                  ,"(40.720924, -73.86135)",11/13/2017
P.S. 398 - QUEENS,Q,30,New,"62,139,000",CAP,Q398,69-01 34TH AVENUE,Queens,11377,QUEENS   ,40.752493,-73.896922,3,25,291,4028492,4012420032,Jackson Heights                                                            ,"(40.752493, -73.896922)",11/13/2017
BAYSIDE HIGH SCHOOL - QUEENS,Q,26,TCU REMOVAL / PLAYGROUND REDEVELOPMENT,"853,000",CIP,Q405,32-24 CORPORAL KENNEDY STREET,Queens,11361,QUEENS   ,40.771755,-73.780296,11,19,"1,097",4134578,4060440001,Bayside-Bayside Hills                                                      ,"(40.771755, -73.780296)",11/13/2017
BRONX CNTR FOR SCIENCE & MATH,X,9,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,"5,747,000",CIP,X002,1365 FULTON AVENUE,Bronx,10456,BRONX    ,40.833696,-73.902477,3,16,"14,701",2009617,2029250056,Claremont-Bathgate                                                         ,"(40.833696, -73.902477)",11/13/2017
SCIENCE SKILLS CENTER HS - K,K,13,FY16 RESO A LIBRARY UPGRADE,"574,000",CIP,K805,49 FLATBUSH AVENUE EXTENSION,Brooklyn,11201,BROOKLYN ,40.697339,-73.985016,2,33,15,3000216,3001200020,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.697339, -73.985016)",11/13/2017
M.S./H.S. 272 - BRONX,X,11,FY16 RESO A GYMNASIUM UPGRADE,"148,500",CIP,X113,3710 BARNES AVENUE,Bronx,10467,BRONX    ,40.880873,-73.860904,12,12,390,2058396,2046750020,Williamsbridge-Olinville                                                   ,"(40.880873, -73.860904)",11/13/2017
FRANCIS LEWIS HS - QUEENS,Q,26,WATER PENETRATION,"1,469,000",CIP,Q430,58-20 UTOPIA PKWY,Queens,11365,QUEENS   ,40.740724,-73.79283,11,20,"1,417",4148763,4068820001,Auburndale                                                                 ,"(40.740724, -73.79283)",11/13/2017
P.S. 225 - BROOKLYN,K,21,FLOOD ELMNTN/ROOFS/EXTERIOR MASONRY/PARAPETS,"8,677,000",CIP,K225,1075 OCEAN VIEW AVENUE,Brooklyn,11235,BROOKLYN ,40.579737,-73.956329,13,48,"61,004",3245498,3087120056,Brighton Beach                                                             ,"(40.579737, -73.956329)",11/13/2017
P.S. 165 - MANHATTAN,M,3,EXT MASONRY/ROOFS,"6,233,477",CIP,M165,234 WEST 109 STREET,Manhattan,10025,MANHATTAN,40.802917,-73.965613,7,7,195,1056676,1018800013,Morningside Heights                                                        ,"(40.802917, -73.965613)",
P.S. 68 - BRONX,X,11,WATER INFILTRATION/EXT MASONRY/PAVED AREA-BLACKTOP,"2,227,000",CIP,X068,4011 MONTICELLO AVENUE,Bronx,10466,BRONX    ,40.891732,-73.838471,12,12,426,2067852,2049860081,Woodlawn-Wakefield                                                         ,"(40.891732, -73.838471)",11/13/2017
P.S. 342 (RIVERSIDE CENTER) - MANHATTAN,M,3,New,"74,425,721",CAP,M342,21 WEST END AVENUE,Manhattan,10023,MANHATTAN,40.772463,-73.989844,7,6,151,1088870,1011717510,Lincoln Square                                                             ,"(40.772463, -73.989844)",
BUSHWICK HS OF SOCIAL JUSTICE,K,32,SCHOOL BASED HEALTH CENTER,"1,250,581.23",CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN ,40.69697,-73.910791,4,37,435,3076908,3033650098,Bushwick North                                                             ,"(40.69697, -73.910791)",
HS OF GRAPHIC COMM. ARTS (VOC),M,2,EXT MASONRY/ROOFS/PARAPETS,"7,649,000",CIP,M625,439 WEST 49 STREET,Manhattan,10019,MANHATTAN,40.76337,-73.990593,4,3,127,1026646,1010590015,Clinton                                                                    ,"(40.76337, -73.990593)",11/13/2017
CURTIS HIGH SCHOOL ANNEX - STATEN ISLAND,R,78,Addition,"69,360,558",CAP,R453,105B HAMILTON AVENUE,Staten Is,10301,STATEN IS,40.644735,-74.081222,1,49,7,,,West New Brighton-New Brighton-St. George                                  ,"(40.644735, -74.081222)",
,M,2,,0,CAP,M777,227 WEST 27TH STREET,Manhattan,,,,,,,,,,,,11/13/2017
SHEEPSHEAD BAY HS - BROOKLYN,K,22,SCHOOL BASED HEALTH CENTER,"1,570,000",CIP,K495,3000 AVENUE X,Brooklyn,11235,BROOKLYN ,40.594124,-73.937696,15,48,626,3203631,3074250002,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,"(40.594124, -73.937696)",11/13/2017
P.S. 114 - QUEENS,Q,27,SANDY:INT/HEATING/ELEC/FLOOD/CLIM/PLAYGRND/PIPING,"14,780,000",CIP,Q114,134-01 CRONSTON AVE,Queens,11694,QUEENS   ,40.578261,-73.854403,14,32,928,4305615,4162570001,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.578261, -73.854403)",11/13/2017
P.S. 8 - BROOKLYN,K,13,SCIENCE LAB UPGRADES,"966,800",CIP,K580,105 JOHNSON STREET,Brooklyn,11201,BROOKLYN ,40.694926,-73.986015,2,33,13,3348041,3001310001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.694926, -73.986015)",
BROOKLYN COMM. HS OF COMMUNICA,K,13,EXTERIOR MASONRY/PARAPETS/ROOFS,"10,535,000",CIP,K117,300 WILLOUGHBY AVENUE,Brooklyn,11205,BROOKLYN ,40.692642,-73.958794,3,33,235,3055165,3019260010,Clinton Hill                                                               ,"(40.692642, -73.958794)",
